Id,Title,DOI,Year,Source
"M915","Serverless computing for container-based architectures","10.1016/j.future.2018.01.022",2018,"SNOWBALLING BACKWARD 1"
"M916","'The effectiveness of data augmentation in image classification using deep learning,'","",2017,"SNOWBALLING BACKWARD 1"
"M917","Detecting and Localizing End-to-End Performance Degradation for Cellular Data Services Based on TCP Loss Ratio and Round Trip Time","10.1109/TNET.2017.2761758",2017,"SNOWBALLING BACKWARD 1"
"M918","Discovery of causal time intervals","10.1137/1.9781611974973.90",2017,"SNOWBALLING BACKWARD 1"
"M919","Drain: An Online Log Parsing Approach with Fixed Depth Tree","10.1109/ICWS.2017.13",2017,"SNOWBALLING BACKWARD 1"
"M920","Inductive representation learning on large graphs","",2017,"SNOWBALLING BACKWARD 1"
"M921","An Approach for Anomaly Diagnosis Based on Hybrid Graph Model with Logs for Distributed Services","10.1109/ICWS.2017.12",2017,"SNOWBALLING BACKWARD 1"
"M922","Lightweight and Adaptive Service API Performance Monitoring in Highly Dynamic Cloud Environment","10.1109/SCC.2017.80",2017,"SNOWBALLING BACKWARD 1"
"M923","Sieve: Actionable insights from monitored metrics in distributed systems","10.1145/3135974.3135977",2017,"SNOWBALLING BACKWARD 1"
"M924","Service failure diagnosis in service function chain","10.1109/APNOMS.2017.8094181",2017,"SNOWBALLING BACKWARD 1"
"M925","Survey on models and techniques for root-cause analysis","",2017,"SNOWBALLING BACKWARD 1"
"M926","MicroART: A software architecture recovery tool for maintaining microservice-based systems","10.1109/ICSAW.2017.9",2017,"SNOWBALLING BACKWARD 1"
"M927","Automatically measuring the maintainability of service- and microservice-based systems - a literature review","10.1145/3143434.3143443",2017,"SNOWBALLING BACKWARD 1"
"M928","Fault Diagnosis for Microservices with Execution Trace Monitoring","10.13328/j.cnki.jos.005223",2017,"SNOWBALLING BACKWARD 1"
"M929","A dashboard for microservice monitoring and management","10.1109/ICSAW.2017.44",2017,"SNOWBALLING BACKWARD 1"
"M930","Performance superpowers with enhanced bpf","",2017,"SNOWBALLING BACKWARD 1"
"M931","Research for practice: Tracing and debugging distributed systems Programming by examples: Expert-curated guides to the best of CS research","10.1145/3052942",2017,"SNOWBALLING BACKWARD 1"
"M932","Performance monitoring and root cause analysis for cloud-hosted web applications","10.1145/3038912.3052649",2017,"SNOWBALLING BACKWARD 1"
"M933","?-VAE: Learning basic visual concepts with a constrained variational framework","",2017,"SNOWBALLING BACKWARD 1"
"M934","Fault detection and localization in distributed systems using recurrent convolutional neural networks","10.1007/978-3-319-69179-4_3",2017,"SNOWBALLING BACKWARD 1"
"M935","Software engineering of self-adaptive systems: An organised tour and future challenges","",2017,"SNOWBALLING BACKWARD 1"
"M936","Container-based microservice architecture for cloud applications","10.1109/CCAA.2017.8229914",2017,"SNOWBALLING BACKWARD 1"
"M937","Reference architecture for self-adaptive microservice systems","10.1007/978-3-319-66379-1_26",2017,"SNOWBALLING BACKWARD 1"
"M938","Overcoming catastrophic forgetting in neural networks","10.1073/pnas.1611835114",2017,"SNOWBALLING BACKWARD 1"
"M939","Log20: Fully Automated Optimal Placement of Log Printing Statements under Specified Overhead Threshold","10.1145/3132747.3132778",2017,"SNOWBALLING BACKWARD 1"
"M940","Root cause analysis in it infrastructures using ontologies and abduction in Markov logic networks","",2017,"SNOWBALLING BACKWARD 1"
"M941","Automatic anomaly detection in the cloud via statistical learning","",2017,"SNOWBALLING BACKWARD 1"
"M942","Leveraging syntax-related code for automated program repair","10.1109/ASE.2017.8115676",2017,"SNOWBALLING BACKWARD 1"
"M943","Workload-Based Clustering of Coherent Feature Sets in Microservice Architectures","10.1109/ICSA.2017.38",2017,"SNOWBALLING BACKWARD 1"
"M944","Resource Central: Understanding and Predicting Workloads for Improved Resource Management in Large Cloud Platforms?","10.1145/3132747.3132772",2017,"SNOWBALLING BACKWARD 1"
"M945","Microservices: How to make your application scale","",2017,"SNOWBALLING BACKWARD 1"
"M946","Precise condition synthesis for program repair","10.1109/ICSE.2017.45",2017,"SNOWBALLING BACKWARD 1"
"M947","Microservices: Yesterday, today, and tomorrow","10.1007/978-3-319-67425-4_12",2017,"SNOWBALLING BACKWARD 1"
"M948","Failure Diagnosis for Distributed Systems Using Targeted Fault Injection","10.1109/TPDS.2016.2575829",2017,"SNOWBALLING BACKWARD 1"
"M949","What's a service mesh?","",2017,"SNOWBALLING BACKWARD 1"
"M950","DeepLog: Anomaly detection and diagnosis from system logs through deep learning","10.1145/3133956.3134015",2017,"SNOWBALLING BACKWARD 1"
"M951","Distributed resource management across process boundaries","10.1145/3127479.3132020",2017,"SNOWBALLING BACKWARD 1"
"M952","Hdbscan: Hierarchical density based clustering","",2017,"SNOWBALLING BACKWARD 1"
"M953","Towards recovering the software architecture of microservice-based systems","10.1109/ICSAW.2017.48",2017,"SNOWBALLING BACKWARD 1"
"M954","Microservices in Practice, Part 1: Reality Check and Service Design","10.1109/MS.2017.24",2017,"SNOWBALLING BACKWARD 1"
"M955","Bolt: I know what you did last summer? in the cloud","10.1145/3037697.3037703",2017,"SNOWBALLING BACKWARD 1"
"M956","LogDC: Problem Diagnosis for Declartively-Deployed Cloud Applications with Log","10.1109/ICEBE.2017.52",2017,"SNOWBALLING BACKWARD 1"
"M957","Anomaly detection in streams with extreme value theory","10.1145/3097983.3098144",2017,"SNOWBALLING BACKWARD 1"
"M958","Performance engineering for microservices: Research challenges & directions","10.1145/3053600.3053653",2017,"SNOWBALLING BACKWARD 1"
"M959","Automated bug removal for software-defined networks","",2017,"SNOWBALLING BACKWARD 1"
"M960","Attention is all you need","",2017,"SNOWBALLING BACKWARD 1"
"M961","Understanding cloud-native applications after 10 years of cloud computing - A systematic mapping study","10.1016/j.jss.2017.01.001",2017,"SNOWBALLING BACKWARD 1"
"M962","Spell: Streaming parsing of system event logs","10.1109/ICDM.2016.160",2017,"SNOWBALLING BACKWARD 1"
"M963","Verification in the Age of Microservices","10.1145/3102980.3102986",2017,"SNOWBALLING BACKWARD 1"
"M964","Canopy: An End-to-End Performance Tracing And Analysis System","10.1145/3132747.3132749",2017,"SNOWBALLING BACKWARD 1"
"M965","Decision guidance models for microservice monitoring","10.1109/ICSAW.2017.31",2017,"SNOWBALLING BACKWARD 1"
"M966","Airbnb, from monolith to microservices: How to scale your architecture","",2017,"SNOWBALLING BACKWARD 1"
"M967","LogSed: Anomaly Diagnosis through Mining Time-Weighted Control Flow Graph in Logs","10.1109/CLOUD.2017.64",2017,"SNOWBALLING BACKWARD 1"
"M968","Causal effect inference with deep latent-variable models","",2017,"SNOWBALLING BACKWARD 1"
"M969","Online approach to performance fault localization for cloud and datacenter services","10.23919/INM.2017.7987390",2017,"SNOWBALLING BACKWARD 1"
"M970","CPU and memory performance analysis on dynamic and dedicated resource allocation using XenServer in Data Center environment","10.1109/ICSTC.2016.7877341",2017,"SNOWBALLING BACKWARD 1"
"M971","The serverless trilemma: Function composition for serverless computing","10.1145/3133850.3133855",2017,"SNOWBALLING BACKWARD 1"
"M972","A Survey of Fault Detection for Distributed Software Systems with Statistical Monitoring in Cloud Computing","10.11897/SP.J.1016.2017.00397",2017,"SNOWBALLING BACKWARD 1"
"M973","A decentralized system for load balancing of containerized microservices in the cloud","10.1007/978-3-319-48944-5_14",2017,"SNOWBALLING BACKWARD 1"
"M974","10 Years of research on debugging concurrent and multicore software: a systematic mapping study","10.1007/s11219-015-9301-7",2017,"SNOWBALLING BACKWARD 1"
"M975","Lifelong Machine Learning","",2017,"SNOWBALLING BACKWARD 1"
"M976","Diagnosing Performance Variations by Comparing Multi-Level Execution Traces","10.1109/TPDS.2016.2567390",2017,"SNOWBALLING BACKWARD 1"
"M977","Nopol: Automatic Repair of Conditional Statement Bugs in Java Programs","10.1109/TSE.2016.2560811",2017,"SNOWBALLING BACKWARD 1"
"M978","Research on Architecting Microservices: Trends, Focus, and Potential for Industrial Adoption","10.1109/ICSA.2017.24",2017,"SNOWBALLING BACKWARD 1"
"M979","Boosting spectrum-based fault localization using PageRank","10.1145/3092703.3092731",2017,"SNOWBALLING BACKWARD 1"
"M980","Experience report: Anomaly detection of cloud application operations using log and cloud metric correlation analysis","10.1109/ISSRE.2015.7381796",2016,"SNOWBALLING BACKWARD 1"
"M981","What i wish i had known before scaling uber to 1, 000 services","",2016,"SNOWBALLING BACKWARD 1"
"M982","Microservices Architecture Enables DevOps: Migration to a Cloud-Native Architecture","10.1109/MS.2016.64",2016,"SNOWBALLING BACKWARD 1"
"M983","Multimodal execution monitoring for anomaly detection during robot manipulation","10.1109/ICRA.2016.7487160",2016,"SNOWBALLING BACKWARD 1"
"M984","Publishing linked data through semantic microservices composition","10.1145/3011141.3011155",2016,"SNOWBALLING BACKWARD 1"
"M985","LSTM-based encoder-decoder for multi-sensor anomaly detection","",2016,"SNOWBALLING BACKWARD 1"
"M986","Fault localization in multi-threaded C programs using bounded model checking","10.1109/SBESC.2015.25",2016,"SNOWBALLING BACKWARD 1"
"M987","CloudSeer: Workflow monitoring of cloud infrastructures via interleaved logs","10.1145/2872362.2872407",2016,"SNOWBALLING BACKWARD 1"
"M988","Automatic invariant selection for online anomaly detection","10.1007/978-3-319-45477-1_14",2016,"SNOWBALLING BACKWARD 1"
"M989","Non-intrusive performance profiling for entire software stacks based on the flow reconstruction principle","",2016,"SNOWBALLING BACKWARD 1"
"M990","FD4C: Automatic Fault Diagnosis Framework for Web Applications in Cloud Computing","10.1109/TSMC.2015.2430834",2016,"SNOWBALLING BACKWARD 1"
"M991","Data-driven root cause diagnosis of faults in process industries","10.1016/j.chemolab.2016.09.006",2016,"SNOWBALLING BACKWARD 1"
"M992","Gated graph sequence neural networks","",2016,"SNOWBALLING BACKWARD 1"
"M993","A survey on software fault localization","10.1109/TSE.2016.2521368",2016,"SNOWBALLING BACKWARD 1"
"M994","Workload characterization for microservices","10.1109/IISWC.2016.7581269",2016,"SNOWBALLING BACKWARD 1"
"M995","Design patterns for container-based distributed systems","",2016,"SNOWBALLING BACKWARD 1"
"M996","Debugging distributed systems","10.1145/2927299.2940294",2016,"SNOWBALLING BACKWARD 1"
"M997","Migrating web applications to clouds with microservice architectures","10.1109/ICASI.2016.7539733",2016,"SNOWBALLING BACKWARD 1"
"M998","Principled workflow-centric tracing of distributed systems","10.1145/2987550.2987568",2016,"SNOWBALLING BACKWARD 1"
"M999","Evaluation of Docker as Edge computing platform","10.1109/ICOS.2015.7377291",2016,"SNOWBALLING BACKWARD 1"
"M1000","A Scalable, Non-Parametric Method for Detecting Performance Anomaly in Large Scale Computing","10.1109/TPDS.2015.2475741",2016,"SNOWBALLING BACKWARD 1"
"M1001","Anomaly detection using program control flow graph mining from execution logs","10.1145/2939672.2939712",2016,"SNOWBALLING BACKWARD 1"
"M1002","Bifrost - Supporting continuous deployment with automated enactment of multi-phase live testing strategies","10.1145/2988336.2988348",2016,"SNOWBALLING BACKWARD 1"
"M1003","Microservices approach for the internet of things","10.1109/ETFA.2016.7733707",2016,"SNOWBALLING BACKWARD 1"
"M1004","Microservices: A systematic mapping study","10.5220/0005785501370146",2016,"SNOWBALLING BACKWARD 1"
"M1005","Non-Intrusive Anomaly Detection with Streaming Performance Metrics and Logs for DevOps in Public Clouds: A Case Study in AWS","10.1109/TETC.2016.2520883",2016,"SNOWBALLING BACKWARD 1"
"M1006","Chaos Engineering","10.1109/MS.2016.60",2016,"SNOWBALLING BACKWARD 1"
"M1007","An Endpoint Communication Profiling Tool for Distributed Computing Frameworks","10.1109/ICDCS.2016.67",2016,"SNOWBALLING BACKWARD 1"
"M1008","Wait analysis of distributed systems using kernel tracing","10.1109/TPDS.2015.2488629",2016,"SNOWBALLING BACKWARD 1"
"M1009","An Architecture to Automate Performance Tests on Microservices","10.1145/3011141.3011179",2016,"SNOWBALLING BACKWARD 1"
"M1010","Big Data SMACK A Guide to Apache Spark, Mesos, Akka, Cassandra, and Kafka (2016)","",2016,"SNOWBALLING BACKWARD 1"
"M1011","PerfCompass: Online Performance Anomaly Fault Localization and Inference in Infrastructure-as-a-Service Clouds","10.1109/TPDS.2015.2444392",2016,"SNOWBALLING BACKWARD 1"
"M1012","Remember where you came from: On the second-order random walk based proximity measures","10.14778/3015270.3015272",2016,"SNOWBALLING BACKWARD 1"
"M1013","Gremlin: Systematic Resilience Testing of Microservices","10.1109/ICDCS.2016.11",2016,"SNOWBALLING BACKWARD 1"
"M1014","Modelling and managing deployment costs of microservice-based cloud applications","10.1145/2996890.2996901",2016,"SNOWBALLING BACKWARD 1"
"M1015","History driven program repair","10.1109/SANER.2016.76",2016,"SNOWBALLING BACKWARD 1"
"M1016","Microservices and their design trade-offs: A self-adaptive roadmap","10.1109/SCC.2016.113",2016,"SNOWBALLING BACKWARD 1"
"M1017","Online inference for time-varying temporal dependency discovery from time series","10.1109/BigData.2016.7840732",2016,"SNOWBALLING BACKWARD 1"
"M1018","A methodology for root-cause analysis in component based systems","10.1109/IWQoS.2015.7404741",2016,"SNOWBALLING BACKWARD 1"
"M1019","An evaluation study on log parsing and its use in log mining","10.1109/DSN.2016.66",2016,"SNOWBALLING BACKWARD 1"
"M1020","Experience Report: System Log Analysis for Anomaly Detection","10.1109/ISSRE.2016.21",2016,"SNOWBALLING BACKWARD 1"
"M1021","HCloud: Resource-efficient provisioning in shared cloud systems","10.1145/2872362.2872365",2016,"SNOWBALLING BACKWARD 1"
"M1022","K-Shape: Efficient and Accurate Clustering of Time Series","10.1145/2949741.2949758",2016,"SNOWBALLING BACKWARD 1"
"M1023","Log clustering based problem identification for online service systems","10.1145/2889160.2889232",2016,"SNOWBALLING BACKWARD 1"
"M1024","Performance evaluation of microservices architectures using containers","10.1109/NCA.2015.49",2016,"SNOWBALLING BACKWARD 1"
"M1025","Efficiency analysis of provisioning microservices","10.1109/CloudCom.2016.0051",2016,"SNOWBALLING BACKWARD 1"
"M1026","Self-modeling based diagnosis of services over programmable networks","10.1109/NETSOFT.2016.7502423",2016,"SNOWBALLING BACKWARD 1"
"M1027","Ranking causal anomalies via temporal and dynamical analysis on vanishing correlations","10.1145/2939672.2939765",2016,"SNOWBALLING BACKWARD 1"
"M1028","Microservices for scalability: [Keynote talk abstract]","10.1145/2851553.2858659",2016,"SNOWBALLING BACKWARD 1"
"M1029","The flame graph","10.1145/2909476",2016,"SNOWBALLING BACKWARD 1"
"M1030","A systematic mapping study in microservice architecture","10.1109/SOCA.2016.15",2016,"SNOWBALLING BACKWARD 1"
"M1031","IDice: Problem identification for emerging issues","10.1145/2884781.2884795",2016,"SNOWBALLING BACKWARD 1"
"M1032","Sirius: An open end-to-end voice and vision personal assistant and its implications for future warehouse scale computers","10.1145/2694344.2694347",2015,"SNOWBALLING BACKWARD 1"
"M1033","Building Microservices, 1st edn. O?Reilly Media Inc","",2015,"SNOWBALLING BACKWARD 1"
"M1034","Systems approaches to tackling configuration errors: A survey","10.1145/2791577",2015,"SNOWBALLING BACKWARD 1"
"M1035","An empirical study of architectural change in open-source software systems","10.1109/MSR.2015.29",2015,"SNOWBALLING BACKWARD 1"
"M1036","Learning structured output representation using deep conditional generative models","",2015,"SNOWBALLING BACKWARD 1"
"M1037","Large-scale cluster management at Google with Borg","10.1145/2741948.2741964",2015,"SNOWBALLING BACKWARD 1"
"M1038","Graph based anomaly detection and description: A survey","10.1007/s10618-014-0365-y",2015,"SNOWBALLING BACKWARD 1"
"M1039","Gorilla: A fast, scalable, in-memory time series database","10.14778/2824032.2824078",2015,"SNOWBALLING BACKWARD 1"
"M1040","Learning to log: Helping developers make informed logging decisions","10.1109/ICSE.2015.60",2015,"SNOWBALLING BACKWARD 1"
"M1041","Networking in containers and container clusters","",2015,"SNOWBALLING BACKWARD 1"
"M1042","Opprentice: Towards practical and automatic anomaly detection through machine learning","10.1145/2815675.2815679",2015,"SNOWBALLING BACKWARD 1"
"M1043","SPARKBENCH: A comprehensive benchmarking suite for in memory data analytic platform spark","10.1145/2742854.2747283",2015,"SNOWBALLING BACKWARD 1"
"M1044","App?Bisect: Autonomous healing for microservice-based apps","",2015,"SNOWBALLING BACKWARD 1"
"M1045","UNICORN: A unified approach for localizing non-deadlock concurrency bugs","10.1002/stvr.1523",2015,"SNOWBALLING BACKWARD 1"
"M1046","SH?WA: A Self-healing framework for web-based applications","10.1145/2700325",2015,"SNOWBALLING BACKWARD 1"
"M1047","Fast R-CNN","",2015,"SNOWBALLING BACKWARD 1"
"M1048","Performance anomaly detection and bottleneck identification","10.1145/2791120",2015,"SNOWBALLING BACKWARD 1"
"M1049","Hypervisors vs. lightweight virtualization: A performance comparison","10.1109/IC2E.2015.74",2015,"SNOWBALLING BACKWARD 1"
"M1050","Building Microservices: Designing Fine-Grained Systems","",2015,"SNOWBALLING BACKWARD 1"
"M1051","Containerization and the PaaS Cloud","10.1109/MCC.2015.51",2015,"SNOWBALLING BACKWARD 1"
"M1052","Tarcil: Reconciling scheduling speed and quality in large shared clusters","10.1145/2806777.2806779",2015,"SNOWBALLING BACKWARD 1"
"M1053","Discovering and Visualizing Operations Processes with POD-Discovery and POD-Viz","10.1109/DSN.2015.23",2015,"SNOWBALLING BACKWARD 1"
"M1054","Estimating joint movements from observed EMG signals with multiple electrodes under sensor failure situations toward safe assistive robot control","10.1109/ICRA.2015.7139892",2015,"SNOWBALLING BACKWARD 1"
"M1055","Heracles: Improving resource efficiency at scale","10.1145/2749469.2749475",2015,"SNOWBALLING BACKWARD 1"
"M1056","A study on the taxonomy of service antipatterns","10.1109/PPAP.2015.7076848",2015,"SNOWBALLING BACKWARD 1"
"M1057","Making sense of performance in data analytics frameworks","",2015,"SNOWBALLING BACKWARD 1"
"M1058","About microservices, containers and their underestimated impact on network performance","",2015,"SNOWBALLING BACKWARD 1"
"M1059","Industry Practices and Event Logging: Assessment of a Critical Software Development Process","10.1109/ICSE.2015.145",2015,"SNOWBALLING BACKWARD 1"
"M1060","The network data repository with interactive graph analytics and visualization","",2015,"SNOWBALLING BACKWARD 1"
"M1061","Adam: A method for stochastic optimization","",2015,"SNOWBALLING BACKWARD 1"
"M1062","Cloud Design Patterns","",2014,"SNOWBALLING BACKWARD 1"
"M1063","Mining temporal lag from fluctuating events for correlation and root cause analysis","10.1109/CNSM.2014.7014137",2014,"SNOWBALLING BACKWARD 1"
"M1064","Ranking metric anomaly in invariant networks","10.1145/2601436",2014,"SNOWBALLING BACKWARD 1"
"M1065","So, you want to trace your distributed system? Key design insights from years of practical experience","",2014,"SNOWBALLING BACKWARD 1"
"M1066","Containers and cloud: From LXC to docker to kubernetes","10.1109/MCC.2014.51",2014,"SNOWBALLING BACKWARD 1"
"M1067","CauseInfer: Automatic and distributed performance diagnosis with hierarchical causality graph in large distributed systems","10.1109/INFOCOM.2014.6848128",2014,"SNOWBALLING BACKWARD 1"
"M1068","Counterfactuals and casual inference: Methods and principles for social research","",2014,"SNOWBALLING BACKWARD 1"
"M1069","Docker: Lightweight linux containers for consistent development and deployment","",2014,"SNOWBALLING BACKWARD 1"
"M1070","Correlating events with time series for incident diagnosis","10.1145/2623330.2623374",2014,"SNOWBALLING BACKWARD 1"
"M1071","An online performance prediction framework for service-oriented systems","10.1109/TSMC.2013.2297401",2014,"SNOWBALLING BACKWARD 1"
"M1072","Quality-of-service-aware scheduling in heterogeneous data centers with paragon","10.1109/MM.2014.7",2014,"SNOWBALLING BACKWARD 1"
"M1073","Graph matching and learning in pattern recognition in the last 10 years","10.1142/S0218001414500013",2014,"SNOWBALLING BACKWARD 1"
"M1074","A survey on feature selection methods","10.1016/j.compeleceng.2013.11.024",2014,"SNOWBALLING BACKWARD 1"
"M1075","Where do developers log? An empirical study on logging practices in industry","10.1145/2591062.2591175",2014,"SNOWBALLING BACKWARD 1"
"M1076","Cloud design patterns: Prescriptive architecture guidance for cloud applications","",2014,"SNOWBALLING BACKWARD 1"
"M1077","Mutual information between discrete and continuous data sets","10.1371/journal.pone.0087357",2014,"SNOWBALLING BACKWARD 1"
"M1078","Learning phrase representations using RNN encoder-decoder for statistical machine translation","10.3115/v1/d14-1179",2014,"SNOWBALLING BACKWARD 1"
"M1079","Adaptive, model-driven autoscaling for cloud applications","",2014,"SNOWBALLING BACKWARD 1"
"M1080","Towards energy proportionality for large-scale latency-critical workloads","10.1109/ISCA.2014.6853237",2014,"SNOWBALLING BACKWARD 1"
"M1081","Introducing CloudLab: Scientific infrastructure for advancing cloud architectures and applications","",2014,"SNOWBALLING BACKWARD 1"
"M1082","MTracer: A trace-oriented monitoring framework for medium-scale distributed systems","10.1109/SOSE.2014.37",2014,"SNOWBALLING BACKWARD 1"
"M1083","GloVe: Global vectors for word representation","10.3115/v1/d14-1162",2014,"SNOWBALLING BACKWARD 1"
"M1084","An updated performance comparison of virtual machines and linux containers","",2014,"SNOWBALLING BACKWARD 1"
"M1085","Microservices: A definition of this new architectural term","",2014,"SNOWBALLING BACKWARD 1"
"M1086","Counterfactual Theories of Causation","",2014,"SNOWBALLING BACKWARD 1"
"M1087","The mystery machine: End-to-end performance analysis of large-scale Internet services","",2014,"SNOWBALLING BACKWARD 1"
"M1088","Quasar: Resource-efficient and QoS-aware cluster management","10.1145/2541940.2541941",2014,"SNOWBALLING BACKWARD 1"
"M1089","FChain: Toward black-box online fault localization for cloud systems","10.1109/ICDCS.2013.26",2013,"SNOWBALLING BACKWARD 1"
"M1090","Toward fine-grained, unsupervised, scalable performance diagnosis for production cloud computing systems","10.1109/TPDS.2013.21",2013,"SNOWBALLING BACKWARD 1"
"M1091","Observability of complex systems","10.1073/pnas.1215508110",2013,"SNOWBALLING BACKWARD 1"
"M1092","Root cause detection in a service-oriented architecture","10.1145/2494232.2465753",2013,"SNOWBALLING BACKWARD 1"
"M1093","Bubble-flux: Precise online QoS management for increased utilization in warehouse scale computers","10.1145/2485922.2485974",2013,"SNOWBALLING BACKWARD 1"
"M1094","The Antifragile Organization: Embracing failure to improve resilience and maximize availability","10.1145/2492007.2492022",2013,"SNOWBALLING BACKWARD 1"
"M1095","Paragon: QoS-aware scheduling for heterogeneous datacenters","10.1145/2451116.2451125",2013,"SNOWBALLING BACKWARD 1"
"M1096","QoS-aware scheduling in heterogeneous datacenters with paragon","10.1145/2556583",2013,"SNOWBALLING BACKWARD 1"
"M1097","Diagnosing performance changes in distributed systems by comparing request flows","",2013,"SNOWBALLING BACKWARD 1"
"M1098","Adding Virtualization Capabilities to the Grid'5000 Testbed","10.1007/978-3-319-04519-1_1",2013,"SNOWBALLING BACKWARD 1"
"M1099","Whare-map: Heterogeneity in homogeneous warehouse-scale computers","10.1145/2485922.2485975",2013,"SNOWBALLING BACKWARD 1"
"M1100","CloudPD: Problem determination and diagnosis in shared dynamic clouds","10.1109/DSN.2013.6575298",2013,"SNOWBALLING BACKWARD 1"
"M1101","Fault diagnosis on production systems with support vector machine and decision trees algorithms","10.1007/s00170-012-4639-5",2013,"SNOWBALLING BACKWARD 1"
"M1102","Detecting transient bottlenecks in n-tier applications through fine-grained analysis","10.1109/ICDCS.2013.17",2013,"SNOWBALLING BACKWARD 1"
"M1103","Improving SOA antipatterns detection in Service Based Systems by mining execution traces","10.1109/WCRE.2013.6671307",2013,"SNOWBALLING BACKWARD 1"
"M1104","Detecting performance anomaly with correlation analysis for Internetware","10.1007/s11432-013-4906-6",2013,"SNOWBALLING BACKWARD 1"
"M1105","d-separation: From Theorems to Algorithms (arXiv preprint arXiv:1304","",2013,"SNOWBALLING BACKWARD 1"
"M1106","Spectrum-based fault localization for diagnosing concurrency faults","10.1007/978-3-642-41707-8_16",2013,"SNOWBALLING BACKWARD 1"
"M1107","Quantitative program slicing: Separating statements by relevance","10.1109/ICSE.2013.6606695",2013,"SNOWBALLING BACKWARD 1"
"M1108","An anomaly event correlation engine: Identifying root causes, bottlenecks, and black swans in IT environments","",2013,"SNOWBALLING BACKWARD 1"
"M1109","Auto-encoding variational bayes","",2013,"SNOWBALLING BACKWARD 1"
"M1110","Sparrow: Distributed, low latency scheduling","10.1145/2517349.2522716",2013,"SNOWBALLING BACKWARD 1"
"M1111","A self-optimizing workload management solution for cloud applications","10.1109/ICWS.2013.71",2013,"SNOWBALLING BACKWARD 1"
"M1112","Mining connection pathways for marked nodes in large graphs","10.1137/1.9781611972832.5",2013,"SNOWBALLING BACKWARD 1"
"M1113","Dynamic coupled fault diagnosis with propagation and observation delays","10.1109/TSMC.2013.2244209",2013,"SNOWBALLING BACKWARD 1"
"M1114","Density-based clustering based on hierarchical density estimates","10.1007/978-3-642-37456-2_14",2013,"SNOWBALLING BACKWARD 1"
"M1115","High efficiency and quality: Large graphs matching","10.1007/s00778-012-0292-8",2013,"SNOWBALLING BACKWARD 1"
"M1116","Omega: Flexible, scalable schedulers for large compute clusters","10.1145/2465351.2465386",2013,"SNOWBALLING BACKWARD 1"
"M1117","Fault detection and localization in distributed systems using invariant relationships","10.1109/DSN.2013.6575304",2013,"SNOWBALLING BACKWARD 1"
"M1118","A provider-side view of web search response time","10.1145/2534169.2486035",2013,"SNOWBALLING BACKWARD 1"
"M1119","Resilient distributed datasets: A fault-tolerant abstraction for in-memory cluster computing","",2012,"SNOWBALLING BACKWARD 1"
"M1120","Experimentation in software engineering","10.1007/978-3-642-29044-2",2012,"SNOWBALLING BACKWARD 1"
"M1121","Causal inference using graphical models with the R package pcalg","10.18637/jss.v047.i11",2012,"SNOWBALLING BACKWARD 1"
"M1122","Kieker: A framework for application performance monitoring and dynamic software analysis","10.1145/2188286.2188326",2012,"SNOWBALLING BACKWARD 1"
"M1123","Case Study Research in Software Engineering: Guidelines and Examples","10.1002/9781118181034",2012,"SNOWBALLING BACKWARD 1"
"M1124","Structured comparative analysis of systems logs to diagnose performance problems","",2012,"SNOWBALLING BACKWARD 1"
"M1125","Characterizing logging practices in open-source software","10.1109/ICSE.2012.6227202",2012,"SNOWBALLING BACKWARD 1"
"M1126","Understanding and detecting real-world performance bugs","10.1145/2254064.2254075",2012,"SNOWBALLING BACKWARD 1"
"M1127","X-ray: Automating root-cause diagnosis of performance anomalies in production software","",2012,"SNOWBALLING BACKWARD 1"
"M1128","Learning the dependence graph of time series with latent factors","",2012,"SNOWBALLING BACKWARD 1"
"M1129","Effective software fault localization using an RBF neural network","10.1109/TR.2011.2172031",2012,"SNOWBALLING BACKWARD 1"
"M1130","VScope: Middleware for troubleshooting time-sensitive data center applications","10.1007/978-3-642-35170-9_7",2012,"SNOWBALLING BACKWARD 1"
"M1131","Distributed time-aware provenance","10.14778/2535568.2448939",2012,"SNOWBALLING BACKWARD 1"
"M1132","Graph embedding in vector spaces by node attribute statistics","10.1016/j.patcog.2012.01.009",2012,"SNOWBALLING BACKWARD 1"
"M1133","Granger causality for time-series anomaly detection","10.1109/ICDM.2012.73",2012,"SNOWBALLING BACKWARD 1"
"M1134","Improving software diagnosability via log enhancement","10.1145/2110356.2110360",2012,"SNOWBALLING BACKWARD 1"
"M1135","Threshold compression for 3G scalable monitoring","10.1109/INFCOM.2012.6195498",2012,"SNOWBALLING BACKWARD 1"
"M1136","Probabilistic diagnosis of performance faults in large-scale parallel applications","10.1145/2370816.2370848",2012,"SNOWBALLING BACKWARD 1"
"M1137","Automatically finding performance problems with feedback-directed learning software testing","10.1109/ICSE.2012.6227197",2012,"SNOWBALLING BACKWARD 1"
"M1138","Cloud Resource Usage-Heavy Tailed Distributions Invalidating Traditional Capacity Planning Models","10.1007/s10723-012-9211-x",2012,"SNOWBALLING BACKWARD 1"
"M1139","Measuring software library stability through historical version analysis","10.1109/ICSM.2012.6405296",2012,"SNOWBALLING BACKWARD 1"
"M1140","Bayesian robust PCA of incomplete data","10.1007/s11063-012-9230-4",2012,"SNOWBALLING BACKWARD 1"
"M1141","Machine learning that matters","",2012,"SNOWBALLING BACKWARD 1"
"M1142","Cloud slas: Present and future","",2012,"SNOWBALLING BACKWARD 1"
